"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","CellType","Condition"
"R-HSA-1428517","Aerobic respiration and respiratory electron transport",145,0.52140269583725,2.22229569592638,2.34813400929924e-08,2.34343774128064e-05,2.30364304912304e-05,1021,"tags=48%, list=23%, signal=38%","SURF1/COX4I1/COX5A/LDHB/NDUFAF4/NDUFB8/NDUFB4/PDHA1/NDUFB3/PKM/NDUFAB1/NDUFB6/TMEM223/UQCRH/COX17/IDH3B/NDUFS3/COX6B1/NDUFS4/ATP5MG/NDUFB2/SDHD/COX7B/RAB5IF/PDHB/NDUFB11/ATP5MF/NDUFA13/NDUFV2/COX14/UQCR10/IDH3G/NDUFB1/NDUFS2/NDUFV1/NDUFS7/VDAC1/ATP5PO/ATP5F1B/COX8A/HIGD1A/ATP5MC1/UQCRFS1/NDUFC1/UQCR11/UBB/ATP5F1D/TIMMDC1/NDUFB9/NDUFA6/NDUFA1/ME2/PNKD/COX6C/UQCRB/COA5/NDUFA11/NDUFA12/ETFB/COX7C/COX6A1/COX11/NDUFS8/MPC2/SLC25A13/UQCRC1/CYC1/NDUFV3/NDUFS6/SDHA","EC_DVR","T1D_vs_LC"
"R-HSA-611105","Respiratory electron transport",102,0.570739174404946,2.30947914331776,5.48540157043174e-08,2.73721538364544e-05,2.69073382296968e-05,1021,"tags=53%, list=23%, signal=42%","SURF1/COX4I1/COX5A/NDUFAF4/NDUFB8/NDUFB4/NDUFB3/NDUFAB1/NDUFB6/TMEM223/UQCRH/COX17/NDUFS3/COX6B1/NDUFS4/NDUFB2/SDHD/COX7B/RAB5IF/NDUFB11/NDUFA13/NDUFV2/COX14/UQCR10/NDUFB1/NDUFS2/NDUFV1/NDUFS7/COX8A/HIGD1A/UQCRFS1/NDUFC1/UQCR11/TIMMDC1/NDUFB9/NDUFA6/NDUFA1/PNKD/COX6C/UQCRB/COA5/NDUFA11/NDUFA12/ETFB/COX7C/COX6A1/COX11/NDUFS8/SLC25A13/UQCRC1/CYC1/NDUFV3/NDUFS6/SDHA","EC_DVR","T1D_vs_LC"
"R-HSA-9864848","Complex IV assembly",30,0.679243586651988,2.09033912189119,3.81178979086165e-05,0.0126805540375997,0.0124652213511686,899,"tags=57%, list=21%, signal=45%","SURF1/COX4I1/COX5A/TMEM223/COX17/COX6B1/COX7B/RAB5IF/COX14/COX8A/HIGD1A/PNKD/COX6C/COA5/COX7C/COX6A1/COX11","EC_DVR","T1D_vs_LC"
